,ADDRTYPE,SDOT_COLCODE,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,YEAR
25118,Intersection,11,Raining,Wet,Daylight,,2005
25120,Intersection,11,Raining,Wet,Daylight,,2005
25121,Intersection,11,Unknown,Unknown,Dark - Street Lights On,,2005
25122,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
25134,Intersection,11,Raining,Wet,Daylight,,2005
25141,Intersection,11,Raining,Wet,Daylight,,2005
25169,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25173,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25174,Intersection,14,Clear,Dry,Daylight,,2005
25183,Intersection,11,Clear,Dry,Daylight,,2005
25187,Intersection,11,Overcast,Wet,Daylight,,2005
25211,Intersection,11,Clear,Dry,Daylight,,2005
25218,Intersection,11,Clear,Dry,Daylight,,2005
25222,Intersection,11,Clear,Dry,Daylight,,2005
25224,Intersection,11,Clear,Dry,Daylight,Y,2005
25235,Intersection,11,Clear,Dry,Daylight,,2005
25243,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
25246,Intersection,11,Clear,Dry,Daylight,,2005
25251,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25276,Intersection,11,Unknown,Wet,Dark - Street Lights On,,2005
25277,Intersection,11,Raining,Wet,Daylight,,2005
25282,Block,11,Raining,Wet,Daylight,,2005
25284,Intersection,11,Clear,Dry,Daylight,,2005
25285,Intersection,11,Overcast,Dry,Daylight,,2005
25296,Block,11,Clear,Dry,Dark - Street Lights On,,2005
25298,Intersection,11,Clear,Dry,Dusk,,2005
25303,Intersection,11,Clear,Dry,Daylight,,2005
25310,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25311,Intersection,11,Clear,Dry,Daylight,,2005
25314,Intersection,11,Clear,Wet,Dark - Street Lights On,,2005
25317,Intersection,11,Clear,Dry,Daylight,,2005
25322,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25325,Intersection,11,Raining,Wet,Daylight,,2005
25326,Intersection,11,Clear,Dry,Daylight,,2005
25328,Intersection,11,Overcast,Dry,Daylight,,2005
25329,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25334,Intersection,11,Clear,Dry,Daylight,,2005
25340,Intersection,11,Clear,Dry,Daylight,,2005
25347,Intersection,11,Clear,Dry,Daylight,,2005
25352,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2005
25353,Intersection,11,Clear,Dry,Daylight,,2005
25373,Intersection,11,Clear,Dry,Daylight,,2005
25376,Intersection,14,Clear,Dry,Daylight,,2005
25381,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
25382,Intersection,11,Clear,Dry,Daylight,,2005
25385,Intersection,11,Fog/Smog/Smoke,Dry,Dark - No Street Lights,,2005
25400,Intersection,11,Clear,Dry,Daylight,,2005
25404,Intersection,11,Other,Wet,Daylight,,2005
25414,Intersection,11,Clear,Dry,Daylight,,2005
25417,Intersection,11,Raining,Wet,Daylight,,2005
25419,Intersection,11,Fog/Smog/Smoke,Dry,Daylight,,2005
25423,Intersection,11,Raining,Wet,Daylight,,2005
25425,Intersection,11,Clear,Dry,Dusk,,2005
25439,Intersection,11,Raining,Wet,Daylight,,2005
25441,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25450,Block,11,Clear,Dry,Daylight,Y,2005
25456,Intersection,11,Clear,Dry,Daylight,,2005
25458,Intersection,11,Clear,Dry,Daylight,,2005
25461,Intersection,11,Blowing Sand/Dirt,Wet,Daylight,,2005
25467,Intersection,11,Other,Dry,Daylight,,2005
25480,Intersection,11,Clear,Dry,Daylight,,2005
25486,Intersection,11,Clear,Dry,Daylight,,2005
25487,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25494,Block,14,Overcast,Wet,Dawn,,2005
25498,Intersection,11,Raining,Wet,Daylight,,2005
25508,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25516,Intersection,11,Clear,Dry,Dark - Street Lights On,Y,2005
25524,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25540,Intersection,11,Clear,Dry,Daylight,,2005
25545,Intersection,11,Clear,Dry,Dusk,,2005
25551,Intersection,11,Clear,Dry,Dusk,,2005
25552,Intersection,11,Raining,Wet,Dusk,,2005
25562,Intersection,11,Clear,Dry,Daylight,,2005
25567,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
25569,Block,11,Clear,Dry,Dark - Street Lights On,,2005
25572,Intersection,11,Raining,Wet,Daylight,,2005
25578,Block,11,Raining,Wet,Daylight,Y,2005
25587,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25591,Intersection,11,Clear,Dry,Daylight,Y,2005
25592,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
25594,Block,11,Raining,Wet,Dark - Street Lights On,,2005
25596,Intersection,11,Clear,Dry,Dark - Street Lights On,Y,2005
25600,Intersection,11,Clear,Dry,Daylight,,2005
25609,Block,11,Clear,Dry,Daylight,,2005
25612,Intersection,11,Clear,Dry,Daylight,,2005
25613,Intersection,11,Clear,Dry,Daylight,,2005
25628,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25630,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2005
25634,Intersection,11,Clear,Dry,Daylight,,2005
25636,Intersection,11,Overcast,Dry,Daylight,,2005
25637,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25639,Intersection,11,Clear,Dry,Daylight,Y,2005
25642,Intersection,11,Clear,Dry,Daylight,,2005
25647,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
25654,Intersection,11,Clear,Dry,Daylight,,2005
25657,Intersection,11,Clear,Dry,Daylight,,2005
25660,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2005
25663,Intersection,11,Clear,Dry,Daylight,,2005
25665,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2005
25666,Intersection,11,Raining,Wet,Daylight,,2005
25669,Intersection,11,Clear,Dry,Daylight,,2005
25671,Intersection,11,Raining,Wet,Daylight,,2005
25680,Intersection,11,Raining,Wet,Daylight,,2005
25685,Intersection,11,Clear,Dry,Daylight,,2005
25686,Intersection,11,Clear,Dry,Daylight,,2005
25690,Block,11,Overcast,Wet,Daylight,Y,2005
25697,Intersection,11,Overcast,Dry,Daylight,,2005
25700,Intersection,11,Clear,Dry,Daylight,,2005
25706,Intersection,11,Clear,Dry,Daylight,,2005
25707,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25711,Intersection,11,Clear,Dry,Daylight,,2005
25714,Intersection,11,Clear,Dry,Daylight,,2005
25718,Intersection,11,Raining,Wet,Unknown,,2005
25719,Intersection,11,Clear,Dry,Daylight,,2005
25745,Intersection,11,Clear,Dry,Daylight,,2005
25746,Intersection,11,Overcast,Wet,Daylight,,2005
25749,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
25759,Intersection,11,Clear,Dry,Daylight,,2005
25763,Intersection,11,Clear,Wet,Daylight,,2005
25768,Intersection,11,Clear,Dry,Daylight,,2005
25781,Intersection,11,Clear,Dry,Daylight,,2005
25783,Intersection,11,Clear,Dry,Daylight,,2005
25802,Intersection,11,Clear,Dry,Daylight,,2005
25806,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25811,Intersection,11,Clear,Dry,Daylight,,2005
25812,Intersection,11,Overcast,Wet,Daylight,,2005
25815,Intersection,11,Overcast,Wet,Daylight,,2005
25819,Intersection,11,Clear,Wet,Daylight,,2005
25821,Intersection,11,Clear,Dry,Daylight,,2005
25823,Intersection,11,Clear,Dry,Daylight,,2005
25828,Intersection,11,Raining,Wet,Dark - No Street Lights,,2005
25842,Intersection,11,Overcast,Dry,Daylight,,2005
25846,Intersection,11,Raining,Wet,Daylight,,2005
25850,Intersection,11,Clear,Wet,Dark - Street Lights On,,2005
25852,Intersection,11,Raining,Wet,Dark - Street Lights Off,,2005
25860,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
25873,Block,11,Overcast,Dry,Dark - Street Lights On,,2005
25875,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2005
25879,Intersection,11,Overcast,Dry,Daylight,,2005
25883,Block,11,Sleet/Hail/Freezing Rain,Snow/Slush,Daylight,Y,2005
25887,Intersection,11,Overcast,Dry,Daylight,,2005
25889,Intersection,11,Clear,Dry,Daylight,,2005
25890,Intersection,11,Clear,Dry,Daylight,,2005
25892,Block,11,Clear,Dry,Daylight,,2005
25898,Intersection,11,Clear,Wet,Daylight,,2005
25901,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
25925,Intersection,11,Clear,Dry,Daylight,,2005
25930,Intersection,11,Clear,Dry,Daylight,,2005
25934,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
25938,Intersection,11,Clear,Dry,Daylight,,2005
25946,Intersection,11,Clear,Dry,Daylight,,2005
25948,Intersection,11,Clear,Dry,Daylight,Y,2005
25949,Block,15,Clear,Dry,Daylight,,2005
25966,Intersection,11,Clear,Dry,Dawn,,2005
25972,Intersection,11,Raining,Wet,Daylight,,2005
25975,Intersection,11,Raining,Wet,Daylight,,2005
25977,Intersection,11,Clear,Wet,Daylight,,2005
25986,Intersection,11,Overcast,Dry,Daylight,,2005
25994,Intersection,11,Clear,Dry,Daylight,,2005
25997,Intersection,11,Clear,Dry,Daylight,,2005
26003,Intersection,11,Clear,Dry,Daylight,,2005
26004,Intersection,11,Clear,Dry,Dusk,,2005
26008,Intersection,11,Clear,Dry,Daylight,,2005
26011,Intersection,11,Clear,Dry,Daylight,,2005
26025,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
26026,Intersection,11,Overcast,Wet,Daylight,,2005
26029,Intersection,11,Overcast,Wet,Dusk,,2005
26030,Intersection,11,Clear,Dry,Daylight,,2005
26035,Intersection,11,Fog/Smog/Smoke,Dry,Daylight,,2005
26040,Intersection,11,Clear,Dry,Daylight,,2005
26042,Intersection,11,Clear,Dry,Daylight,,2005
26056,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26061,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
26062,Intersection,11,Overcast,Dry,Daylight,,2005
26063,Intersection,11,Raining,Wet,Daylight,,2005
26066,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26071,Intersection,11,Clear,Dry,Daylight,,2005
26076,Intersection,11,Clear,Dry,Daylight,,2005
26077,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2005
26088,Intersection,11,Clear,Dry,Daylight,,2005
26103,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26115,Intersection,11,Clear,Dry,Daylight,,2005
26122,Intersection,11,Raining,Wet,Daylight,,2005
26130,Intersection,11,Raining,Wet,Daylight,,2005
26137,Intersection,11,Raining,Wet,Daylight,,2005
26139,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26143,Intersection,11,Clear,Dry,Daylight,,2005
26150,Intersection,11,Overcast,Wet,Daylight,,2005
26154,Intersection,11,Clear,Dry,Daylight,,2005
26165,Intersection,11,Overcast,Dry,Daylight,,2005
26169,Intersection,11,Clear,Dry,Daylight,,2005
26189,Intersection,11,Raining,Wet,Daylight,,2005
26202,Block,11,Clear,Dry,Daylight,,2005
26203,Block,11,Raining,Wet,Dark - Street Lights On,,2005
26204,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26208,Intersection,11,Clear,Dry,Daylight,,2005
26216,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26226,Intersection,11,Clear,Dry,Daylight,,2005
26240,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26247,Intersection,11,Raining,Wet,Daylight,,2005
26265,Intersection,11,Overcast,Dry,Daylight,,2005
26281,Intersection,11,Clear,Dry,Daylight,,2005
26282,Intersection,11,Overcast,Wet,Dark - No Street Lights,,2005
26284,Intersection,11,Raining,Wet,Daylight,,2005
26289,Intersection,11,Clear,Dry,Daylight,,2005
26291,Intersection,11,Clear,Dry,Dusk,,2005
26292,Intersection,14,Clear,Dry,Daylight,,2005
26297,Intersection,11,Clear,Dry,Daylight,,2005
26300,Intersection,11,Raining,Wet,Daylight,Y,2005
26307,Intersection,11,Clear,Dry,Daylight,,2005
26309,Intersection,11,Clear,Dry,Daylight,,2005
26311,Intersection,11,Raining,Wet,Dawn,,2005
26314,Intersection,11,Clear,Dry,Daylight,,2005
26316,Intersection,11,Clear,Dry,Daylight,,2005
26332,Intersection,11,Clear,Dry,Dark - Street Lights Off,,2005
26341,Intersection,11,Clear,Dry,Daylight,,2005
26342,Intersection,11,Clear,Dry,Daylight,,2005
26360,Intersection,11,Clear,Dry,Daylight,,2005
26388,Intersection,11,Clear,Dry,Daylight,,2005
26394,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26405,Intersection,11,Raining,Wet,Daylight,,2005
26410,Intersection,11,Overcast,Dry,Daylight,,2005
26416,Intersection,11,Clear,Dry,Daylight,,2005
26418,Intersection,11,Clear,Dry,Daylight,,2005
26423,Intersection,11,Raining,Wet,Daylight,,2005
26449,Intersection,11,Raining,Wet,Daylight,,2005
26450,Intersection,11,Clear,Dry,Daylight,,2005
26453,Intersection,11,Overcast,Dry,Daylight,,2005
26458,Intersection,11,Clear,Dry,Daylight,,2005
26470,Intersection,11,Clear,Wet,Dark - Street Lights On,,2005
26472,Intersection,11,Clear,Dry,Daylight,,2005
26476,Intersection,11,Clear,Dry,Daylight,,2005
26477,Intersection,11,Clear,Dry,Daylight,,2005
26482,Intersection,11,Clear,Dry,Daylight,,2005
26496,Intersection,11,Clear,Dry,Daylight,,2005
26499,Intersection,11,Clear,Dry,Dark - No Street Lights,,2005
26503,Intersection,14,Clear,Wet,Dark - Street Lights On,,2005
26505,Intersection,11,Overcast,Dry,Daylight,,2005
26513,Intersection,11,Clear,Dry,Daylight,,2005
26516,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26519,Intersection,11,Clear,Dry,Daylight,Y,2005
26526,Intersection,11,Overcast,Wet,Dawn,,2005
26530,Intersection,11,Clear,Dry,Daylight,,2005
26541,Intersection,11,Clear,Dry,Daylight,,2005
26556,Intersection,11,Clear,Dry,Daylight,,2005
26557,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
26558,Intersection,11,Raining,Wet,Daylight,,2005
26564,Intersection,11,Overcast,Dry,Daylight,,2005
26580,Intersection,11,Fog/Smog/Smoke,Dry,Daylight,,2005
26585,Intersection,11,Clear,Dry,Daylight,,2005
26587,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
26596,Intersection,11,Overcast,Dry,Daylight,,2005
26598,Block,16,Clear,Dry,Daylight,,2005
26599,Intersection,11,Raining,Wet,Daylight,Y,2005
26601,Intersection,11,Clear,Dry,Daylight,,2005
26603,Intersection,11,Clear,Dry,Daylight,,2005
26617,Intersection,11,Clear,Dry,Daylight,,2005
26634,Intersection,11,Clear,Dry,Daylight,,2005
26641,Intersection,11,Clear,Dry,Daylight,,2005
26643,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26645,Intersection,11,Clear,Dry,Daylight,,2005
26651,Intersection,11,Clear,Dry,Daylight,,2005
26653,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26668,Intersection,11,Clear,Dry,Daylight,,2005
26679,Block,11,Clear,Dry,Dusk,,2005
26682,Block,11,Overcast,Wet,Dark - Street Lights On,,2005
26683,Intersection,11,Raining,Wet,Daylight,,2005
26687,Intersection,11,Overcast,Dry,Daylight,,2005
26691,Block,11,Clear,Dry,Daylight,,2005
26717,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26728,Intersection,11,Clear,Dry,Daylight,,2005
26732,Intersection,11,Fog/Smog/Smoke,Wet,Dark - Street Lights On,,2005
26733,Intersection,11,Clear,Dry,Daylight,,2005
26739,Block,11,Raining,Wet,Dark - Street Lights On,Y,2005
26744,Intersection,11,Raining,Wet,Daylight,,2005
26747,Intersection,11,Unknown,Dry,Dark - Street Lights On,,2005
26751,Intersection,11,Overcast,Dry,Dusk,,2005
26752,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26753,Intersection,11,Raining,Wet,Daylight,,2005
26754,Block,14,Clear,Dry,Daylight,,2005
26755,Block,11,Clear,Dry,Daylight,,2005
26758,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26767,Intersection,11,Clear,Dry,Daylight,,2005
26773,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26777,Intersection,11,Clear,Dry,Daylight,Y,2005
26780,Intersection,11,Clear,Dry,Daylight,Y,2005
26782,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
26783,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
26796,Intersection,11,Clear,Dry,Daylight,,2005
26799,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
26801,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26806,Intersection,11,Clear,Dry,Daylight,,2005
26807,Intersection,11,Raining,Wet,Daylight,,2005
26813,Intersection,11,Clear,Dry,Daylight,,2005
26815,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
26816,Intersection,11,Clear,Wet,Daylight,,2005
26817,Intersection,11,Clear,Dry,Daylight,,2005
26819,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2005
26821,Intersection,11,Clear,Dry,Daylight,,2005
26831,Intersection,11,Clear,Dry,Daylight,,2005
26841,Intersection,11,Clear,Dry,Daylight,,2005
26844,Intersection,11,Overcast,Dry,Daylight,,2005
26845,Intersection,11,Overcast,Dry,Daylight,,2005
26852,Intersection,11,Clear,Dry,Daylight,,2005
26854,Intersection,11,Clear,Dry,Daylight,,2005
26861,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26864,Intersection,11,Overcast,Dry,Daylight,,2005
26873,Intersection,11,Clear,Dry,Daylight,,2005
26877,Intersection,11,Overcast,Wet,Daylight,,2005
26884,Intersection,11,Overcast,Dry,Daylight,,2005
26885,Intersection,11,Raining,Wet,Dusk,,2005
26886,Intersection,11,Raining,Wet,Dusk,,2005
26899,Intersection,11,Raining,Wet,Daylight,,2005
26902,Intersection,11,Overcast,Dry,Daylight,,2005
26913,Intersection,11,Clear,Dry,Daylight,,2005
26919,Intersection,11,Clear,Dry,Daylight,,2005
26926,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26949,Intersection,11,Raining,Wet,Daylight,Y,2005
26951,Intersection,11,Clear,Dry,Daylight,,2005
26958,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
26966,Intersection,11,Overcast,Dry,Daylight,,2005
26971,Intersection,11,Clear,Dry,Daylight,,2005
26978,Intersection,11,Clear,Dry,Daylight,,2005
26985,Intersection,11,Clear,Dry,Daylight,,2005
26989,Intersection,11,Clear,Dry,Daylight,,2005
26992,Intersection,11,Overcast,Dry,Daylight,,2005
26994,Intersection,11,Clear,Dry,Dusk,,2005
26996,Intersection,11,Clear,Dry,Daylight,,2005
27000,Intersection,11,Unknown,Unknown,Unknown,,2005
27016,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2005
27023,Intersection,11,Clear,Dry,Dark - Street Lights Off,,2005
27025,Intersection,11,Clear,Dry,Daylight,,2005
27035,Intersection,11,Clear,Dry,Daylight,,2005
27044,Intersection,11,Clear,Dry,Dark - Street Lights On,Y,2005
27045,Intersection,11,Clear,Dry,Daylight,,2005
27061,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
27067,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
27070,Block,11,Raining,Dry,Dark - Street Lights On,,2005
27073,Intersection,11,Overcast,Dry,Daylight,,2005
27076,Intersection,11,Clear,Dry,Daylight,,2005
27082,Intersection,11,Clear,Dry,Daylight,,2005
27083,Intersection,11,Clear,Dry,Daylight,,2005
27085,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2005
27086,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
27087,Block,11,Clear,Dry,Daylight,,2005
27089,Block,14,Clear,Dry,Daylight,,2005
27101,Intersection,11,Overcast,Dry,Daylight,,2005
27102,Intersection,11,Clear,Dry,Dark - No Street Lights,,2005
27106,Block,11,Clear,Dry,Daylight,Y,2005
27110,Intersection,11,Clear,Dry,Daylight,,2005
27111,Intersection,16,Clear,Dry,Daylight,,2005
27116,Block,11,Clear,Unknown,Daylight,,2005
27137,Intersection,11,Overcast,Dry,Daylight,,2005
27142,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2005
27143,Intersection,11,Clear,Dry,Daylight,,2005
27148,Intersection,11,Raining,Wet,Daylight,,2005
27149,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
27150,Intersection,11,Raining,Wet,Dusk,,2005
27152,Intersection,11,Clear,Dry,Daylight,,2005
27153,Block,26,Overcast,Dry,Daylight,,2005
27164,Intersection,11,Clear,Dry,Daylight,,2005
27182,Intersection,11,Clear,Dry,Daylight,,2005
27185,Intersection,11,Clear,Dry,Daylight,,2005
27191,Intersection,11,Raining,Wet,Daylight,,2005
27196,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
27199,Intersection,11,Clear,Dry,Dark - Street Lights On,,2005
27201,Intersection,11,Unknown,Unknown,Daylight,,2005
27203,Intersection,11,Clear,Dry,Daylight,,2005
27206,Intersection,11,Clear,Dry,Daylight,,2005
27216,Intersection,11,Clear,Dry,Daylight,,2005
27217,Intersection,11,Overcast,Dry,Daylight,,2005
27232,Intersection,11,Clear,Dry,Daylight,,2005
27248,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2005
27273,Intersection,11,Overcast,Wet,Daylight,,2005
27274,Intersection,11,Raining,Wet,Dark - Street Lights On,,2005
27275,Intersection,11,Overcast,Dry,Daylight,,2005
27277,Alley,0,Clear,Dry,Daylight,,2005
27282,Intersection,11,Clear,Dry,Daylight,,2005
